Federal organization,Fiscal year,GHG source,GHG scope,Energy category,Energy use (GJ),Emissions (kt)
Royal Canadian Mounted Police,2021-22,fleet,1,fuels with renewable content,191.6919215,0.013126907
Royal Canadian Mounted Police,2021-22,fleet,1,fuels with renewable content,331.8083334,0.020442081
Royal Canadian Mounted Police,2021-22,fleet,1,gasoline,25407.02563,1.681763699
Royal Canadian Mounted Police,2021-22,fleet,1,liquified petroleum gas,4.221707672,0.000256929
Shared Services Canada,2021-22,facilities,1,natural gas,3931.903198,0.198476932
Shared Services Canada,2021-22,facilities,2,electricity,55337.86938,0.38429081
Shared Services Canada,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",28.57179904,0.002042962
Shared Services Canada,2021-22,fleet,1,gasoline,5677.700317,0.375823032
Transport Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4523.36068,0.317581724
Transport Canada,2021-22,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",23228.00336,1.653464625
Transport Canada,2021-22,facilities,1,liquified petroleum gas,4188.836782,0.255582307
Transport Canada,2021-22,facilities,1,natural gas,23098.60314,1.168243752
Transport Canada,2021-22,facilities,2,electricity,106009.4306,1.448522412
Transport Canada,2021-22,fleet,1,aviation fuel,116821.2988,8.057632601
Transport Canada,2021-22,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",613928.8662,43.38531264
Transport Canada,2021-22,fleet,1,fuels with renewable content,154.9983856,0.002178919
Transport Canada,2021-22,fleet,1,gasoline,15677.25309,1.040676695
Transport Canada,2021-22,fleet,1,liquified petroleum gas,17.61576056,0.001072077
Agriculture and Agri-Food Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1905.808025,0.133805315
Agriculture and Agri-Food Canada,2022-23,fleet,1,fuels with renewable content,8830.079742,0.552287025
Agriculture and Agri-Food Canada,2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",20789.79144,1.463761373
Agriculture and Agri-Food Canada,2022-23,facilities,2,district heating,54504.71887,4.049126366
Agriculture and Agri-Food Canada,2022-23,facilities,2,electricity,412372.6492,19.1775507
Agriculture and Agri-Food Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",29397.63958,2.092644346
Agriculture and Agri-Food Canada,2022-23,fleet,1,gasoline,19249.33338,1.278785058
Agriculture and Agri-Food Canada,2022-23,facilities,1,natural gas,430896.9193,21.93988976
Agriculture and Agri-Food Canada,2022-23,facilities,1,liquified petroleum gas,1148.314998,0.070064519
Agriculture and Agri-Food Canada,2022-23,fleet,1,liquified petroleum gas,7.410765529,0.000451012
Canada Border Services Agency,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2303.482691,0.161725756
Canada Border Services Agency,2022-23,fleet,1,fuels with renewable content,374.8328012,0.024430763
Canada Border Services Agency,2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2190.376943,0.156613476
Canada Border Services Agency,2022-23,facilities,2,electricity,136731.6288,3.042258389
Canada Border Services Agency,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",7341.916838,0.522627682
Canada Border Services Agency,2022-23,fleet,1,gasoline,57923.8135,3.835852085
Canada Border Services Agency,2022-23,facilities,1,natural gas,50078.65679,2.551588863
Canada Border Services Agency,2022-23,facilities,1,liquified petroleum gas,3462.77748,0.211281669
Canada Border Services Agency,2022-23,fleet,1,liquified petroleum gas,1.619839996,9.86E-05
Canada Revenue Agency,2022-23,fleet,1,fuels with renewable content,1.850725599,0.000120292
Canada Revenue Agency,2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",50.96964297,0.003644468
Canada Revenue Agency,2022-23,fleet,1,gasoline,1851.704639,0.122569657
Canadian Food Inspection Agency,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1102.584092,0.077411589
Canadian Food Inspection Agency,2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",707.6002197,0.049677482
Canadian Food Inspection Agency,2022-23,facilities,2,district heating,6924.674744,0.601061478
Canadian Food Inspection Agency,2022-23,facilities,2,electricity,104111.768,6.830212777
Canadian Food Inspection Agency,2022-23,fleet,1,fuels with renewable content,172.4981415,0.005186494
Canadian Food Inspection Agency,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",350.0937309,0.026150401
Canadian Food Inspection Agency,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8881.264484,0.632204575
Canadian Food Inspection Agency,2022-23,fleet,1,gasoline,50093.18248,3.317397897
Canadian Food Inspection Agency,2022-23,facilities,1,natural gas,167404.5589,8.523831133
Canadian Food Inspection Agency,2022-23,facilities,1,liquified petroleum gas,801.6710854,0.04891405
Canadian Forces Morale and Welfare Services,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",32.80011134,0.002302871
Canadian Forces Morale and Welfare Services,2022-23,facilities,2,electricity,16540.79269,0.12865058
Canadian Forces Morale and Welfare Services,2022-23,facilities,1,natural gas,7982.470726,0.402898156
Canadian Space Agency,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",369.1119592,0.025915075
Canadian Space Agency,2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",76.92030991,0.005400234
Canadian Space Agency,2022-23,facilities,2,electricity,53273.7925,0.236436051
Canadian Space Agency,2022-23,fleet,1,gasoline,202.7493663,0.013468817
Canadian Space Agency,2022-23,facilities,1,natural gas,15591.98614,0.783985475
Canadian Space Agency,2022-23,fleet,1,liquified petroleum gas,0.053297073,3.25E-06
Correctional Service Canada,2022-23,fleet,1,fuels with renewable content,297.8477287,0.012690809
Correctional Service Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10972.63959,0.770380819
Correctional Service Canada,2022-23,fleet,1,natural gas,0.028471404,1.61E-06
Correctional Service Canada,2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",928.1614075,0.066366055
Correctional Service Canada,2022-23,facilities,2,electricity,711617.7368,18.38360329
Correctional Service Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",54990.37679,3.914440931
Correctional Service Canada,2022-23,fleet,1,gasoline,50734.19995,3.358677551
Correctional Service Canada,2022-23,facilities,1,natural gas,1389648.551,70.58057259
Correctional Service Canada,2022-23,facilities,1,liquified petroleum gas,7681.14301,0.468665679
Crown-Indigenous Relations and Northern Affairs Canada,2022-23,fleet,1,fuels with renewable content,1.401803941,8.64E-05
Crown-Indigenous Relations and Northern Affairs Canada,2022-23,facilities,2,electricity,944.9242947,0
Crown-Indigenous Relations and Northern Affairs Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2634.904182,0.187563263
Crown-Indigenous Relations and Northern Affairs Canada,2022-23,fleet,1,gasoline,842.4135818,0.055768955
Employment and Social Development Canada,2022-23,fleet,1,gasoline,2053.940491,0.135956142
Environment and Climate Change Canada,2022-23,facilities,1,biomass,8570.691797,0
Environment and Climate Change Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",23249.01178,1.632662486
Environment and Climate Change Canada,2022-23,fleet,1,fuels with renewable content,1321.552158,0.089381628
Environment and Climate Change Canada,2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10320.18499,0.724572414
Environment and Climate Change Canada,2022-23,facilities,2,electricity,96920.39635,2.595556129
Environment and Climate Change Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",750.6716149,0.053435885
Environment and Climate Change Canada,2022-23,fleet,1,gasoline,30105.81356,1.999367895
Environment and Climate Change Canada,2022-23,facilities,1,natural gas,116804.9798,5.910400879
Environment and Climate Change Canada,2022-23,facilities,1,liquified petroleum gas,1492.592782,0.091070676
Environment and Climate Change Canada,2022-23,fleet,1,liquified petroleum gas,4.793715179,0.00029174
Fisheries and Oceans Canada,2022-23,fleet,1,fuels with renewable content,2405.130663,0.142261008
Fisheries and Oceans Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",25310.33873,1.777019938
Fisheries and Oceans Canada,2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",32699.91913,2.338132908
Fisheries and Oceans Canada,2022-23,facilities,2,district heating,20059.31921,1.183499512
Fisheries and Oceans Canada,2022-23,facilities,2,electricity,262590.4129,13.07100992
Fisheries and Oceans Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",28.51750064,0.002130127
Fisheries and Oceans Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",30654.49618,2.182112478
Fisheries and Oceans Canada,2022-23,fleet,1,gasoline,76089.17229,5.036559312
Fisheries and Oceans Canada,2022-23,facilities,1,natural gas,72696.11201,3.705163123
Fisheries and Oceans Canada,2022-23,facilities,1,liquified petroleum gas,8039.524252,0.490532356
Fisheries and Oceans Canada,2022-23,fleet,1,liquified petroleum gas,10.02275896,0.000609975
Health Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",750.3491251,0.052733192
Health Canada,2022-23,fleet,1,fuels with renewable content,45.19388056,0.003027557
Health Canada,2022-23,facilities,2,district cooling,23153.99804,0.034966088
Health Canada,2022-23,facilities,2,district heating,9197.000306,0.695293127
Health Canada,2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",251.8033466,0.018004623
Health Canada,2022-23,facilities,2,district heating,46834.00069,3.699885569
Health Canada,2022-23,facilities,2,electricity,83335.44756,0.501129195
Health Canada,2022-23,facilities,1,natural gas,60194.37833,3.040618428
Health Canada,2022-23,fleet,1,gasoline,3530.254944,0.233677681
"Immigration, Refugees and Citizenship Canada",2022-23,fleet,1,gasoline,303.7159964,0.020103829
Indigenous Services Canada,2022-23,fleet,1,fuels with renewable content,136.0449263,0.002495847
Indigenous Services Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3.829999954,0.000268901
Indigenous Services Canada,2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",499.0360107,0.035682415
Indigenous Services Canada,2022-23,facilities,2,electricity,12903.07531,0.092519737
Indigenous Services Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",14.82159805,0.001055062
Indigenous Services Canada,2022-23,facilities,1,natural gas,716.1130104,0.036127337
Indigenous Services Canada,2022-23,fleet,1,gasoline,25740.76819,1.704075745
Indigenous Services Canada,2022-23,facilities,1,liquified petroleum gas,71.61461306,0.004369576
"Innovation, Science and Economic Development Canada",2022-23,fleet,1,fuels with renewable content,121.9994191,0.00723815
"Innovation, Science and Economic Development Canada",2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",58.25430214,0.004089989
"Innovation, Science and Economic Development Canada",2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1275.315249,0.091188507
"Innovation, Science and Economic Development Canada",2022-23,facilities,2,electricity,9014.537296,0.070015952
"Innovation, Science and Economic Development Canada",2022-23,facilities,1,natural gas,8955.785114,0.452023982
"Innovation, Science and Economic Development Canada",2022-23,fleet,1,gasoline,6863.876883,0.454339641
"Innovation, Science and Economic Development Canada",2022-23,facilities,1,liquified petroleum gas,265.6686249,0.016209805
Library and Archives Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",66.21817911,0.00464913
Library and Archives Canada,2022-23,facilities,2,electricity,61911.66164,0.113299331
Library and Archives Canada,2022-23,facilities,1,natural gas,49552.59823,2.505257985
National Battlefields Commission,2022-23,facilities,2,electricity,4476.754756,0.001616606
National Battlefields Commission,2022-23,facilities,1,natural gas,3349.855062,0.169520657
National Battlefields Commission,2022-23,facilities,1,liquified petroleum gas,223.2342739,0.013620657
National Defence,2022-23,facilities,1,aviation fuel,290229.458,19.93538042
National Defence,2022-23,fleet,1,aviation fuel,10.45679964,0.000721352
National Defence,2022-23,fleet,1,fuels with renewable content,24095.68862,1.508316833
National Defence,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",18876.02074,1.325271113
National Defence,2022-23,facilities,2,district cooling,821.0000038,0.0018062
National Defence,2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",171490.4417,12.25986022
National Defence,2022-23,facilities,2,district heating,46044.01489,3.99661969
National Defence,2022-23,facilities,2,electricity,3078439.297,123.5788887
National Defence,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",0,0
National Defence,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1955.70459,0.133335866
National Defence,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",463161.6295,32.96974863
National Defence,2022-23,facilities,1,natural gas,6005392.159,298.4001341
National Defence,2022-23,fleet,1,gasoline,116591.8292,7.718514267
National Defence,2022-23,facilities,1,liquified petroleum gas,65916.70942,4.021915188
National Defence,2022-23,fleet,1,liquified petroleum gas,650.719938,0.039602131
National Research Council Canada,2022-23,fleet,1,aviation fuel,511.380928,0.037341652
National Research Council Canada,2022-23,facilities,1,aviation fuel,3087.781006,0.212094456
National Research Council Canada,2022-23,fleet,1,aviation fuel,12605.32825,0.869244438
National Research Council Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1246.791503,0.087536277
National Research Council Canada,2022-23,facilities,2,district cooling,8689.195984,0.013728933
National Research Council Canada,2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",15.47319639,0.001106376
National Research Council Canada,2022-23,facilities,2,district heating,37737.25848,3.265863178
National Research Council Canada,2022-23,facilities,2,electricity,468181.818,9.036935319
National Research Council Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",9372.558212,0.66717713
National Research Council Canada,2022-23,facilities,1,natural gas,467474.9872,23.60602495
National Research Council Canada,2022-23,fleet,1,gasoline,2288.535034,0.151484641
National Research Council Canada,2022-23,facilities,1,liquified petroleum gas,5353.292961,0.326631575
Natural Resources Canada,2022-23,fleet,1,fuels with renewable content,110.8708569,0.007168893
Natural Resources Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",208.6732596,0.014650793
Natural Resources Canada,2022-23,facilities,2,district cooling,760.8070002,0.001673775
Natural Resources Canada,2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1549.062804,0.11076222
Natural Resources Canada,2022-23,facilities,2,district heating,10462.43949,0.752186148
Natural Resources Canada,2022-23,facilities,2,electricity,171367.8198,4.319853691
Natural Resources Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8765.314667,0.623951005
Natural Resources Canada,2022-23,facilities,1,natural gas,258127.223,13.07094992
Natural Resources Canada,2022-23,fleet,1,gasoline,9876.013654,0.653721639
Natural Resources Canada,2022-23,facilities,1,liquified petroleum gas,548.163166,0.033446227
Parks Canada,2022-23,fleet,1,fuels with renewable content,79321.71265,5.137572922
Parks Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",12031.22301,0.84470314
Parks Canada,2022-23,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",72122.49921,5.132483229
Parks Canada,2022-23,facilities,2,electricity,193648.687,7.816557284
Parks Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",44436.33301,3.163160227
Parks Canada,2022-23,facilities,1,natural gas,115004.2463,5.89481184
Parks Canada,2022-23,fleet,1,gasoline,75700.88226,5.13484462
Parks Canada,2022-23,facilities,1,liquified petroleum gas,51138.55042,3.120224001
Public Health Agency of Canada,2022-23,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",908.4000423,0.063778078
